starttime	seconds	ctime	dtime	ttime	wait
Sun Mar 17 15:13:11 2013	1363547591	0	3	3	3
Sun Mar 17 15:13:09 2013	1363547589	0	3	3	3
Sun Mar 17 15:13:09 2013	1363547589	0	3	3	3
Sun Mar 17 15:13:10 2013	1363547590	0	5	5	5
Sun Mar 17 15:13:13 2013	1363547593	0	5	5	5
Sun Mar 17 15:13:11 2013	1363547591	0	7	7	7
Sun Mar 17 15:13:11 2013	1363547591	0	7	7	7
Sun Mar 17 15:13:11 2013	1363547591	0	7	7	7
Sun Mar 17 15:13:11 2013	1363547591	0	7	7	7
Sun Mar 17 15:13:11 2013	1363547591	0	7	7	7
Sun Mar 17 15:13:11 2013	1363547591	0	7	7	7
Sun Mar 17 15:13:11 2013	1363547591	0	7	7	7
Sun Mar 17 15:13:12 2013	1363547592	0	8	8	8
Sun Mar 17 15:13:12 2013	1363547592	0	8	8	8
Sun Mar 17 15:13:12 2013	1363547592	0	8	8	8
Sun Mar 17 15:13:12 2013	1363547592	0	8	8	8
Sun Mar 17 15:13:12 2013	1363547592	0	8	8	8
Sun Mar 17 15:13:12 2013	1363547592	0	8	8	8
Sun Mar 17 15:13:12 2013	1363547592	0	8	8	8
Sun Mar 17 15:13:12 2013	1363547592	0	8	8	8
Sun Mar 17 15:13:12 2013	1363547592	0	8	8	8
Sun Mar 17 15:13:10 2013	1363547590	0	8	8	8
Sun Mar 17 15:13:10 2013	1363547590	0	8	8	8
Sun Mar 17 15:13:10 2013	1363547590	0	8	8	8
Sun Mar 17 15:13:10 2013	1363547590	0	8	8	8
Sun Mar 17 15:13:10 2013	1363547590	0	8	8	8
Sun Mar 17 15:13:10 2013	1363547590	0	8	8	8
Sun Mar 17 15:13:10 2013	1363547590	0	9	9	9
Sun Mar 17 15:13:10 2013	1363547590	0	9	9	9
Sun Mar 17 15:13:10 2013	1363547590	0	9	9	9
Sun Mar 17 15:13:10 2013	1363547590	0	9	9	9
Sun Mar 17 15:13:10 2013	1363547590	0	9	9	9
Sun Mar 17 15:13:10 2013	1363547590	0	9	9	9
Sun Mar 17 15:13:10 2013	1363547590	0	9	9	9
Sun Mar 17 15:13:10 2013	1363547590	0	9	9	9
Sun Mar 17 15:13:11 2013	1363547591	0	9	9	9
Sun Mar 17 15:13:11 2013	1363547591	0	9	9	9
Sun Mar 17 15:13:11 2013	1363547591	0	9	9	9
Sun Mar 17 15:13:11 2013	1363547591	0	9	9	9
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:11 2013	1363547591	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:10 2013	1363547590	0	10	10	10
Sun Mar 17 15:13:13 2013	1363547593	0	10	10	10
Sun Mar 17 15:13:13 2013	1363547593	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	10	10	10
Sun Mar 17 15:13:12 2013	1363547592	0	11	11	10
Sun Mar 17 15:13:12 2013	1363547592	0	11	11	11
Sun Mar 17 15:13:14 2013	1363547594	0	11	11	11
Sun Mar 17 15:13:14 2013	1363547594	0	11	11	11
Sun Mar 17 15:13:14 2013	1363547594	0	11	11	11
Sun Mar 17 15:13:14 2013	1363547594	0	11	11	11
Sun Mar 17 15:13:14 2013	1363547594	0	11	11	11
Sun Mar 17 15:13:14 2013	1363547594	0	11	11	11
Sun Mar 17 15:13:14 2013	1363547594	0	11	11	11
Sun Mar 17 15:13:14 2013	1363547594	0	11	11	11
Sun Mar 17 15:13:10 2013	1363547590	0	11	11	11
Sun Mar 17 15:13:10 2013	1363547590	0	11	11	11
Sun Mar 17 15:13:10 2013	1363547590	0	11	11	11
Sun Mar 17 15:13:10 2013	1363547590	0	11	11	11
Sun Mar 17 15:13:10 2013	1363547590	0	11	11	11
Sun Mar 17 15:13:10 2013	1363547590	0	11	11	11
Sun Mar 17 15:13:10 2013	1363547590	0	11	11	11
Sun Mar 17 15:13:10 2013	1363547590	0	11	11	11
Sun Mar 17 15:13:12 2013	1363547592	0	11	11	11
Sun Mar 17 15:13:12 2013	1363547592	0	11	11	11
Sun Mar 17 15:13:12 2013	1363547592	0	11	11	11
Sun Mar 17 15:13:12 2013	1363547592	0	11	11	11
Sun Mar 17 15:13:12 2013	1363547592	0	11	11	11
Sun Mar 17 15:13:12 2013	1363547592	0	11	11	11
Sun Mar 17 15:13:13 2013	1363547593	0	11	11	11
Sun Mar 17 15:13:13 2013	1363547593	0	11	11	11
Sun Mar 17 15:13:13 2013	1363547593	0	11	11	11
Sun Mar 17 15:13:13 2013	1363547593	0	11	11	11
Sun Mar 17 15:13:13 2013	1363547593	0	11	11	11
Sun Mar 17 15:13:13 2013	1363547593	0	11	11	11
Sun Mar 17 15:13:13 2013	1363547593	0	11	11	11
Sun Mar 17 15:13:13 2013	1363547593	0	11	11	11
Sun Mar 17 15:13:13 2013	1363547593	0	11	11	11
Sun Mar 17 15:13:13 2013	1363547593	0	11	11	11
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	11
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	11
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	11
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	11
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	11
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	11
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	11
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	11
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:14 2013	1363547594	0	12	12	12
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	12
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	12
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:13 2013	1363547593	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:14 2013	1363547594	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:10 2013	1363547590	0	12	12	12
Sun Mar 17 15:13:14 2013	1363547594	0	12	12	12
Sun Mar 17 15:13:14 2013	1363547594	0	12	12	12
Sun Mar 17 15:13:14 2013	1363547594	0	12	12	12
Sun Mar 17 15:13:11 2013	1363547591	0	12	12	12
Sun Mar 17 15:13:14 2013	1363547594	0	12	12	12
Sun Mar 17 15:13:14 2013	1363547594	0	12	12	12
Sun Mar 17 15:13:14 2013	1363547594	0	13	13	12
Sun Mar 17 15:13:14 2013	1363547594	0	13	13	12
Sun Mar 17 15:13:10 2013	1363547590	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	13	13	13
Sun Mar 17 15:13:10 2013	1363547590	0	13	13	13
Sun Mar 17 15:13:10 2013	1363547590	0	13	13	13
Sun Mar 17 15:13:10 2013	1363547590	0	13	13	13
Sun Mar 17 15:13:10 2013	1363547590	0	13	13	13
Sun Mar 17 15:13:10 2013	1363547590	0	13	13	13
Sun Mar 17 15:13:10 2013	1363547590	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:10 2013	1363547590	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	13	13	13
Sun Mar 17 15:13:09 2013	1363547589	0	13	13	13
Sun Mar 17 15:13:09 2013	1363547589	0	13	13	13
Sun Mar 17 15:13:09 2013	1363547589	0	13	13	13
Sun Mar 17 15:13:09 2013	1363547589	0	13	13	13
Sun Mar 17 15:13:09 2013	1363547589	0	13	13	13
Sun Mar 17 15:13:09 2013	1363547589	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	13	13	13
Sun Mar 17 15:13:13 2013	1363547593	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	13	13	13
Sun Mar 17 15:13:13 2013	1363547593	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:13 2013	1363547593	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:12 2013	1363547592	0	13	13	13
Sun Mar 17 15:13:14 2013	1363547594	0	13	13	13
Sun Mar 17 15:13:14 2013	1363547594	0	13	13	13
Sun Mar 17 15:13:14 2013	1363547594	0	13	13	13
Sun Mar 17 15:13:09 2013	1363547589	0	13	13	13
Sun Mar 17 15:13:09 2013	1363547589	0	13	13	13
Sun Mar 17 15:13:14 2013	1363547594	0	13	13	13
Sun Mar 17 15:13:14 2013	1363547594	0	13	13	13
Sun Mar 17 15:13:13 2013	1363547593	0	13	13	13
Sun Mar 17 15:13:13 2013	1363547593	0	13	13	13
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:13 2013	1363547593	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:13 2013	1363547593	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:10 2013	1363547590	0	14	14	14
Sun Mar 17 15:13:10 2013	1363547590	0	14	14	14
Sun Mar 17 15:13:10 2013	1363547590	0	14	14	14
Sun Mar 17 15:13:10 2013	1363547590	0	14	14	14
Sun Mar 17 15:13:10 2013	1363547590	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:12 2013	1363547592	0	14	14	14
Sun Mar 17 15:13:10 2013	1363547590	0	14	14	14
Sun Mar 17 15:13:10 2013	1363547590	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:09 2013	1363547589	0	14	14	14
Sun Mar 17 15:13:10 2013	1363547590	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	14	14	14
Sun Mar 17 15:13:10 2013	1363547590	0	14	14	14
Sun Mar 17 15:13:10 2013	1363547590	0	14	14	14
Sun Mar 17 15:13:13 2013	1363547593	0	14	14	14
Sun Mar 17 15:13:13 2013	1363547593	0	14	14	14
Sun Mar 17 15:13:13 2013	1363547593	0	14	14	14
Sun Mar 17 15:13:11 2013	1363547591	0	15	15	15
Sun Mar 17 15:13:11 2013	1363547591	0	15	15	15
Sun Mar 17 15:13:11 2013	1363547591	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:09 2013	1363547589	0	15	15	15
Sun Mar 17 15:13:13 2013	1363547593	0	15	15	15
Sun Mar 17 15:13:13 2013	1363547593	0	15	15	15
Sun Mar 17 15:13:13 2013	1363547593	0	15	15	15
Sun Mar 17 15:13:13 2013	1363547593	0	15	15	15
Sun Mar 17 15:13:13 2013	1363547593	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:10 2013	1363547590	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:09 2013	1363547589	0	15	15	15
Sun Mar 17 15:13:09 2013	1363547589	0	15	15	15
Sun Mar 17 15:13:09 2013	1363547589	0	15	15	15
Sun Mar 17 15:13:09 2013	1363547589	0	15	15	15
Sun Mar 17 15:13:09 2013	1363547589	0	15	15	15
Sun Mar 17 15:13:09 2013	1363547589	0	15	15	15
Sun Mar 17 15:13:09 2013	1363547589	0	15	15	15
Sun Mar 17 15:13:09 2013	1363547589	0	15	15	15
Sun Mar 17 15:13:09 2013	1363547589	0	15	15	15
Sun Mar 17 15:13:09 2013	1363547589	0	15	15	15
Sun Mar 17 15:13:09 2013	1363547589	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:13 2013	1363547593	0	15	15	15
Sun Mar 17 15:13:12 2013	1363547592	0	15	15	15
Sun Mar 17 15:13:12 2013	1363547592	0	15	15	15
Sun Mar 17 15:13:12 2013	1363547592	0	15	15	15
Sun Mar 17 15:13:12 2013	1363547592	0	15	15	15
Sun Mar 17 15:13:12 2013	1363547592	0	15	15	15
Sun Mar 17 15:13:12 2013	1363547592	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	15	15	15
Sun Mar 17 15:13:12 2013	1363547592	0	15	15	15
Sun Mar 17 15:13:12 2013	1363547592	0	15	15	15
Sun Mar 17 15:13:12 2013	1363547592	0	15	15	15
Sun Mar 17 15:13:12 2013	1363547592	0	15	15	15
Sun Mar 17 15:13:14 2013	1363547594	0	16	16	16
Sun Mar 17 15:13:13 2013	1363547593	0	16	16	16
Sun Mar 17 15:13:13 2013	1363547593	0	16	16	16
Sun Mar 17 15:13:14 2013	1363547594	0	16	16	16
Sun Mar 17 15:13:14 2013	1363547594	0	16	16	16
Sun Mar 17 15:13:14 2013	1363547594	0	16	16	16
Sun Mar 17 15:13:13 2013	1363547593	0	16	16	16
Sun Mar 17 15:13:14 2013	1363547594	0	16	16	16
Sun Mar 17 15:13:13 2013	1363547593	0	16	16	16
Sun Mar 17 15:13:13 2013	1363547593	0	16	16	16
Sun Mar 17 15:13:13 2013	1363547593	0	16	16	16
Sun Mar 17 15:13:13 2013	1363547593	0	16	16	16
Sun Mar 17 15:13:13 2013	1363547593	0	16	16	16
Sun Mar 17 15:13:13 2013	1363547593	0	16	16	16
Sun Mar 17 15:13:14 2013	1363547594	0	16	16	16
Sun Mar 17 15:13:13 2013	1363547593	0	16	16	16
Sun Mar 17 15:13:09 2013	1363547589	0	16	16	16
Sun Mar 17 15:13:09 2013	1363547589	0	16	16	16
Sun Mar 17 15:13:09 2013	1363547589	0	16	16	16
Sun Mar 17 15:13:09 2013	1363547589	0	16	16	16
Sun Mar 17 15:13:09 2013	1363547589	0	16	16	16
Sun Mar 17 15:13:09 2013	1363547589	0	16	16	16
Sun Mar 17 15:13:09 2013	1363547589	0	16	16	16
Sun Mar 17 15:13:09 2013	1363547589	0	16	16	16
Sun Mar 17 15:13:09 2013	1363547589	0	16	16	16
Sun Mar 17 15:13:09 2013	1363547589	0	16	16	16
Sun Mar 17 15:13:09 2013	1363547589	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
Sun Mar 17 15:13:10 2013	1363547590	0	16	16	16
